KIC,Teff,e_Teff,r_Teff,n_Teff,log(g),e_log(g),r_log(g),n_log(g),[Fe/H],e_[Fe/H],r_[Fe/H],n_[Fe/H],T,Teff1,log.g1,[Fe/H]1,R,M,n_M,rho,Ref,_RA,_DE
 ,K,K, , ,[cm/s2],[cm/s2], , ,[Sun],[Sun], , , ,K,[cm/s2],[Sun],Rsun,Msun, ,g/cm3, ,deg,deg
--------,-----,----,--,---,------,------,--,---,------,------,--,---,---,-----,------,------,-------,------,----,---------,--,---------,---------
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
3758618,5968,219,1,PHO,3.536,0.4,0,KIC,-0.241,0.3,0,KIC,1,5974,3.548,-0.22,3.438,1.523,DSEP,5.28E-02,  ,294.39951,38.85288
,,,,,,,,,,,,,,,,,,,,,,,
3759814,5063,143,1,PHO,3.512,0.4,0,KIC,-0.659,0.3,0,KIC,1,5098,3.452,-0.58,2.826,0.825,DSEP,5.15E-02,  ,294.69275,38.85902
,,,,,,,,,,,,,,,,,,,,,,,
3761585,5395,171,1,PHO,3.548,0.4,0,KIC,-0.11,0.3,0,KIC,1,5391,3.552,-0.12,3.457,1.555,DSEP,5.30E-02,  ,295.11404,38.89529
,,,,,,,,,,,,,,,,,,,,,,,
3762697,6095,186,1,PHO,3.533,0.4,0,KIC,0.062,0.3,0,KIC,1,6093,3.513,0.06,3.822,1.736,DSEP,4.38E-02,  ,295.35947,38.81278
,,,,,,,,,,,,,,,,,,,,,,,
3762897,7234,253,0,KIC,3.504,0.4,0,KIC,-0.101,0.3,0,KIC,1,7246,3.51,-0.08,4.172,2.054,DSEP,3.99E-02,  ,295.40225,38.81211
,,,,,,,,,,,,,,,,,,,,,,,
3763633,5172,159,1,PHO,3.585,0.4,0,KIC,-0.332,0.3,0,KIC,1,5170,3.584,-0.34,2.779,1.081,DSEP,7.09E-02,  ,295.54099,38.86912
,,,,,,,,,,,,,,,,,,,,,,,
3764178,5126,155,1,PHO,3.511,0.4,0,KIC,-0.106,0.3,0,KIC,1,5122,3.512,-0.1,3.425,1.391,DSEP,4.88E-02,  ,295.64322,38.8802
,,,,,,,,,,,,,,,,,,,,,,,
3837917,5423,162,1,PHO,3.53,0.4,0,KIC,0.107,0.3,0,KIC,1,5410,3.554,0.1,3.584,1.676,DSEP,5.13E-02,  ,287.52145,38.91075
,,,,,,,,,,,,,,,,,,,,,,,
3842346,5196,157,1,PHO,3.544,0.4,0,KIC,-0.61,0.3,0,KIC,1,5195,3.55,-0.62,2.611,0.883,DSEP,6.98E-02,  ,289.08344,38.97049
,,,,,,,,,,,,,,,,,,,,,,,
3850108,6332,221,54,PHO,3.584,0.4,54,PHO,-0.18,0.3,54,PHO,0,6325,3.578,-0.18,3.396,1.592,DSEP,5.73E-02,  ,291.40561,38.91449
,,,,,,,,,,,,,,,,,,,,,,,
3850810,7525,263,0,KIC,3.561,0.4,0,KIC,-0.079,0.3,0,KIC,1,7511,3.574,-0.1,3.867,2.047,DSEP,4.99E-02,  ,291.60297,38.97574
,,,,,,,,,,,,,,,,,,,,,,,
3866705,5026,155,1,PHO,3.587,0.4,0,KIC,-0.617,0.3,0,KIC,1,5080,3.511,-0.52,2.65,0.831,DSEP,6.29E-02,  ,295.5332,38.93636
,,,,,,,,,,,,,,,,,,,,,,,
3868144,4989,139,1,PHO,3.591,0.4,0,KIC,-0.151,0.3,0,KIC,1,4985,3.589,-0.16,2.638,0.985,DSEP,7.56E-02,  ,295.8046,38.98458
,,,,,,,,,,,,,,,,,,,,,,,
3936801,5038,139,1,PHO,3.542,0.4,0,KIC,-0.294,0.3,0,KIC,1,5040,3.542,-0.3,2.748,0.958,DSEP,6.51E-02,  ,285.61237,39.05166
,,,,,,,,,,,,,,,,,,,,,,,
3937513,5075,149,1,PHO,3.512,0.4,0,KIC,-0.417,0.3,0,KIC,1,5078,3.515,-0.42,2.763,0.912,DSEP,6.09E-02,  ,285.92734,39.00279
,,,,,,,,,,,,,,,,,,,,,,,
3940699,5044,143,1,PHO,3.541,0.4,0,KIC,0.102,0.3,0,KIC,1,5052,3.541,0.1,3.377,1.444,DSEP,5.28E-02,  ,287.21118,39.05903
,,,,,,,,,,,,,,,,,,,,,,,
3943216,4966,151,1,PHO,3.582,0.4,0,KIC,-0.892,0.3,0,KIC,1,5109,3.374,-0.64,3.083,0.82,DSEP,3.94E-02,  ,288.16766,39.05938
,,,,,,,,,,,,,,,,,,,,,,,
3951710,4898,143,1,PHO,3.593,0.4,0,KIC,-0.346,0.3,0,KIC,1,4947,3.534,-0.24,2.653,0.879,DSEP,6.63E-02,  ,290.75143,39.06356
,,,,,,,,,,,,,,,,,,,,,,,
3953364,4971,145,1,PHO,3.562,0.4,0,KIC,-0.524,0.3,0,KIC,1,5025,3.487,-0.42,2.75,0.847,DSEP,5.74E-02,  ,291.25555,39.09647
,,,,,,,,,,,,,,,,,,,,,,,
3957739,4856,143,1,PHO,3.505,0.4,0,KIC,-0.258,0.3,0,KIC,1,4897,3.46,-0.16,2.916,0.896,DSEP,5.09E-02,  ,292.40518,39.0364
,,,,,,,,,,,,,,,,,,,,,,,
3958124,5011,145,1,PHO,3.502,0.4,0,KIC,-0.284,0.3,0,KIC,1,5013,3.501,-0.28,2.869,0.951,DSEP,5.67E-02,  ,292.4975,39.05488
,,,,,,,,,,,,,,,,,,,,,,,
3963732,5328,177,1,PHO,3.57,0.4,0,KIC,0.471,0.3,0,KIC,1,5323,3.594,0.48,3.407,1.664,DSEP,5.93E-02,  ,293.93994,39.07519
,,,,,,,,,,,,,,,,,,,,,,,
3965201,7853,274,0,KIC,3.577,0.4,0,KIC,-0.109,0.3,0,KIC,1,7854,3.669,-0.12,3.462,2.039,DSEP,6.92E-02,  ,294.31064,39.0497
,,,,,,,,,,,,,,,,,,,,,,,
3966357,7681,268,0,KIC,3.588,0.4,0,KIC,-0.151,0.3,0,KIC,1,7700,3.617,-0.14,3.67,2.032,DSEP,5.79E-02,  ,294.6004,39.08302
,,,,,,,,,,,,,,,,,,,,,,,
3968137,4827,137,1,PHO,3.532,0.4,0,KIC,0.189,0.3,0,KIC,1,4828,3.53,0.18,2.951,1.075,DSEP,5.89E-02,  ,295.03366,39.03874
,,,,,,,,,,,,,,,,,,,,,,,
3972701,5147,147,1,PHO,3.546,0.4,0,KIC,-0.483,0.3,0,KIC,1,5151,3.543,-0.48,2.731,0.95,DSEP,6.57E-02,  ,295.94641,39.02992
,,,,,,,,,,,,,,,,,,,,,,,
3973933,5008,153,1,PHO,3.571,0.4,0,KIC,-0.33,0.3,0,KIC,1,5006,3.581,-0.34,2.485,0.86,DSEP,7.89E-02,  ,296.17612,39.02761
,,,,,,,,,,,,,,,,,,,,,,,
3974352,4979,174,54,PHO,3.595,0.4,54,PHO,-0.08,0.3,54,PHO,0,4978,3.601,-0.08,2.676,1.043,DSEP,7.67E-02,  ,296.25037,39.05966
,,,,,,,,,,,,,,,,,,,,,,,
4037476,7361,257,0,KIC,3.531,0.4,0,KIC,0.013,0.3,0,KIC,1,7348,3.551,0,4.006,2.082,DSEP,4.56E-02,  ,285.15646,39.18988
,,,,,,,,,,,,,,,,,,,,,,,
4039469,5478,175,1,PHO,3.527,0.4,0,KIC,0.167,0.3,0,KIC,1,5468,3.51,0.16,3.872,1.768,DSEP,4.29E-02,  ,285.89618,39.16881
,,,,,,,,,,,,,,,,,,,,,,,
4039710,5073,150,1,PHO,3.538,0.4,0,KIC,-0.248,0.3,0,KIC,1,5074,3.534,-0.26,2.914,1.059,DSEP,6.03E-02,  ,285.98251,39.10856
,,,,,,,,,,,,,,,,,,,,,,,
4044353,8524,298,0,KIC,3.559,0.4,0,KIC,-0.546,0.3,0,KIC,1,8523,3.559,-0.5,4.051,2.166,DSEP,4.59E-02,  ,287.75345,39.17092
,,,,,,,,,,,,,,,,,,,,,,,
4047765,5175,156,1,PHO,3.51,0.4,0,KIC,-0.039,0.3,0,KIC,1,5179,3.523,-0.02,3.549,1.531,DSEP,4.83E-02,  ,288.9342,39.12868
,,,,,,,,,,,,,,,,,,,,,,,
4048553,7878,275,0,KIC,3.584,0.4,0,KIC,-0.476,0.3,0,KIC,1,7872,3.59,-0.48,3.666,1.907,DSEP,5.45E-02,  ,289.15613,39.14371
,,,,,,,,,,,,,,,,,,,,,,,
4057043,5052,149,1,PHO,3.53,0.4,0,KIC,-0.277,0.3,0,KIC,1,5054,3.533,-0.28,2.84,1.004,DSEP,6.17E-02,  ,291.53568,39.12673
,,,,,,,,,,,,,,,,,,,,,,,
4075067,8997,314,0,KIC,3.546,0.4,0,KIC,0.058,0.3,0,KIC,1,8992,3.535,0.07,4.832,2.922,DSEP,3.65E-02,  ,295.86945,39.15881
,,,,,,,,,,,,,,,,,,,,,,,
4136005,6020,210,54,PHO,3.556,0.4,54,PHO,0.06,0.3,54,PHO,0,6024,3.562,0.07,3.535,1.662,DSEP,5.30E-02,  ,284.69785,39.20769
,,,,,,,,,,,,,,,,,,,,,,,
4143200,5469,174,1,PHO,3.56,0.4,0,KIC,-0.304,0.3,0,KIC,1,5472,3.563,-0.28,3.306,1.457,DSEP,5.68E-02,  ,287.43552,39.28189
,,,,,,,,,,,,,,,,,,,,,,,
4155751,6635,203,1,PHO,3.562,0.4,0,KIC,-0.376,0.3,0,KIC,1,6648,3.563,-0.38,3.465,1.601,DSEP,5.42E-02,  ,291.14728,39.28689
,,,,,,,,,,,,,,,,,,,,,,,
4158888,5109,154,1,PHO,3.559,0.4,0,KIC,-0.155,0.3,0,KIC,1,5103,3.557,-0.16,3.096,1.259,DSEP,5.98E-02,  ,291.94049,39.23194
,,,,,,,,,,,,,,,,,,,,,,,
4161524,4976,174,0,KIC,3.58,0.4,0,KIC,-0.682,0.3,0,KIC,0,5069,3.466,-0.52,2.793,0.832,DSEP,5.38E-02,  ,292.52771,39.256
,,,,,,,,,,,,,,,,,,,,,,,
4165434,5403,166,1,PHO,3.593,0.4,0,KIC,-0.417,0.3,0,KIC,1,5398,3.595,-0.42,2.97,1.267,DSEP,6.81E-02,  ,293.46265,39.23815
,,,,,,,,,,,,,,,,,,,,,,,
4168574,7932,277,0,KIC,3.503,0.4,0,KIC,-0.073,0.3,0,KIC,1,7928,3.522,0.07,4.435,2.386,DSEP,3.85E-02,  ,294.17087,39.25497
,,,,,,,,,,,,,,,,,,,,,,,
4171207,5564,173,1,PHO,3.569,0.4,0,KIC,-0.5,0.3,0,KIC,1,5566,3.578,-0.5,3.118,1.341,DSEP,6.23E-02,  ,294.76538,39.28052
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
4241238,4950,143,1,PHO,3.593,0.4,0,KIC,-0.187,0.3,0,KIC,1,4948,3.588,-0.18,2.547,0.916,DSEP,7.81E-02,  ,284.63876,39.35518
,,,,,,,,,,,,,,,,,,,,,,,
4243819,5049,151,1,PHO,3.511,0.4,0,KIC,-0.222,0.3,0,KIC,1,5046,3.506,-0.22,3.022,1.068,DSEP,5.45E-02,  ,285.58075,39.3743
,,,,,,,,,,,,,,,,,,,,,,,
4252716,7384,258,0,KIC,3.557,0.4,0,KIC,-0.145,0.3,0,KIC,1,7385,3.531,-0.16,4.043,2.025,DSEP,4.32E-02,  ,288.88269,39.38071
,,,,,,,,,,,,,,,,,,,,,,,
4253413,7516,263,0,KIC,3.583,0.4,0,KIC,-0.31,0.3,0,KIC,1,7502,3.532,-0.32,3.979,1.966,DSEP,4.39E-02,  ,289.09732,39.37246
,,,,,,,,,,,,,,,,,,,,,,,
4269337,8226,287,0,KIC,3.577,0.4,0,KIC,-0.036,0.3,0,KIC,1,8226,3.717,-0.04,3.299,2.067,DSEP,8.11E-02,  ,293.30402,39.37329
,,,,,,,,,,,,,,,,,,,,,,,
4274536,5168,159,1,PHO,3.519,0.4,0,KIC,-0.397,0.3,0,KIC,1,5165,3.515,-0.4,2.994,1.07,DSEP,5.62E-02,  ,294.50531,39.39919
,,,,,,,,,,,,,,,,,,,,,,,
4283801,5048,151,1,PHO,3.537,0.4,0,KIC,-0.174,0.3,0,KIC,1,5048,3.531,-0.18,2.973,1.096,DSEP,5.88E-02,  ,296.41446,39.37489
,,,,,,,,,,,,,,,,,,,,,,,
4349844,5385,163,1,PHO,3.575,0.4,0,KIC,-0.072,0.3,0,KIC,1,5375,3.558,-0.08,3.448,1.567,DSEP,5.38E-02,  ,286.7941,39.4771
,,,,,,,,,,,,,,,,,,,,,,,
4354657,4917,144,1,PHO,3.51,0.4,0,KIC,0.162,0.3,0,KIC,1,4913,3.512,0.16,3.33,1.314,DSEP,5.01E-02,  ,288.59387,39.48962
,,,,,,,,,,,,,,,,,,,,,,,
4367596,5333,168,1,PHO,3.583,0.4,0,KIC,-0.118,0.3,0,KIC,1,5319,3.567,-0.12,3.344,1.503,DSEP,5.66E-02,  ,292.30182,39.41877
,,,,,,,,,,,,,,,,,,,,,,,
4374861,7348,257,0,KIC,3.579,0.4,0,KIC,0.103,0.3,0,KIC,1,7345,3.566,0.08,3.961,2.108,DSEP,4.78E-02,  ,294.10141,39.49235
,,,,,,,,,,,,,,,,,,,,,,,
4378059,5378,179,1,PHO,3.519,0.4,0,KIC,0.169,0.3,0,KIC,1,5376,3.513,0.18,3.863,1.773,DSEP,4.33E-02,  ,294.8334,39.48521
,,,,,,,,,,,,,,,,,,,,,,,
4378838,5053,176,10,PHO,3.506,0.03,10,AST,-0.2,0.3,10,PHO,1,5053,3.506,-0.2,3.73,1.63,MULT,4.44E-02,10,295.00919,39.46418
,,,,,,,,,,,,,,,,,,,,,,,
4380951,7223,252,0,KIC,3.583,0.4,0,KIC,-0.248,0.3,0,KIC,1,7207,3.58,-0.26,3.637,1.835,DSEP,5.37E-02,  ,295.46829,39.49635
,,,,,,,,,,,,,,,,,,,,,,,
4382431,5354,165,1,PHO,3.513,0.4,0,KIC,-0.529,0.3,0,KIC,1,5356,3.515,-0.52,3.264,1.273,DSEP,5.16E-02,  ,295.75293,39.49886
,,,,,,,,,,,,,,,,,,,,,,,
4446576,5068,150,1,PHO,3.581,0.4,0,KIC,-0.269,0.3,0,KIC,1,5069,3.576,-0.26,2.728,1.023,DSEP,7.10E-02,  ,285.48389,39.52532
,,,,,,,,,,,,,,,,,,,,,,,
4446657,4971,145,1,PHO,3.571,0.4,0,KIC,-0.269,0.3,0,KIC,1,4968,3.56,-0.26,2.582,0.884,DSEP,7.23E-02,  ,285.5264,39.55401
,,,,,,,,,,,,,,,,,,,,,,,
4458118,5134,156,1,PHO,3.545,0.4,0,KIC,-0.025,0.3,0,KIC,1,5132,3.541,-0.02,3.384,1.45,DSEP,5.27E-02,  ,289.75784,39.55997
,,,,,,,,,,,,,,,,,,,,,,,
4459331,5119,153,1,PHO,3.566,0.4,0,KIC,-0.355,0.3,0,KIC,1,5117,3.568,-0.36,2.726,1.002,DSEP,6.97E-02,  ,290.09277,39.5311
,,,,,,,,,,,,,,,,,,,,,,,
4464406,4991,155,1,PHO,3.526,0.4,0,KIC,-1.165,0.3,0,KIC,1,5174,3.228,-0.86,3.608,0.802,DSEP,2.40E-02,  ,291.60211,39.5282
,,,,,,,,,,,,,,,,,,,,,,,
4472989,5280,155,1,PHO,3.599,0.4,0,KIC,0.011,0.3,0,KIC,1,5266,3.579,0,3.331,1.535,DSEP,5.85E-02,  ,293.92957,39.53139
,,,,,,,,,,,,,,,,,,,,,,,
4473030,5101,147,1,PHO,3.526,0.4,0,KIC,-0.231,0.3,0,KIC,1,5098,3.524,-0.24,3.043,1.128,DSEP,5.64E-02,  ,293.93661,39.54043
,,,,,,,,,,,,,,,,,,,,,,,
4473450,7534,263,0,KIC,3.552,0.4,0,KIC,-1.053,0.3,0,KIC,1,7535,3.517,-1.08,3.711,1.65,DSEP,4.55E-02,  ,294.04211,39.58374
,,,,,,,,,,,,,,,,,,,,,,,
4488840,7349,257,0,KIC,3.538,0.4,0,KIC,0.014,0.3,0,KIC,1,7348,3.551,0,4.006,2.082,DSEP,4.56E-02,  ,297.36493,39.53758
,,,,,,,,,,,,,,,,,,,,,,,
4490069,6910,249,1,PHO,3.523,0.4,0,KIC,0.078,0.3,0,KIC,1,6916,3.575,0.08,3.91,2.094,DSEP,4.93E-02,  ,297.59421,39.54217
,,,,,,,,,,,,,,,,,,,,,,,
4540816,5228,156,1,PHO,3.525,0.4,0,KIC,-0.206,0.3,0,KIC,1,5231,3.521,-0.2,3.445,1.436,DSEP,4.95E-02,  ,284.14685,39.60357
,,,,,,,,,,,,,,,,,,,,,,,
4543248,5245,153,1,PHO,3.584,0.4,0,KIC,-0.126,0.3,0,KIC,1,5245,3.591,-0.12,3.158,1.42,DSEP,6.35E-02,  ,285.27255,39.61466
,,,,,,,,,,,,,,,,,,,,,,,
4543371,4963,152,1,PHO,3.581,0.4,0,KIC,-2.49,0.3,0,KIC,1,4981,4.764,-2.46,0.503,0.535,DSEP,5.92E+00,  ,285.32373,39.64149
,,,,,,,,,,,,,,,,,,,,,,,
4547684,5256,160,1,PHO,3.56,0.4,0,KIC,-0.285,0.3,0,KIC,1,5252,3.559,-0.28,3.179,1.336,DSEP,5.86E-02,  ,287.22647,39.65937
,,,,,,,,,,,,,,,,,,,,,,,
4550962,7511,262,0,KIC,3.544,0.4,0,KIC,-0.531,0.3,0,KIC,1,7528,3.507,-0.52,4.022,1.896,DSEP,4.10E-02,  ,288.52133,39.6158
,,,,,,,,,,,,,,,,,,,,,,,
4562996,5819,203,54,PHO,3.502,0.4,54,PHO,-0.22,0.3,54,PHO,0,5810,3.49,-0.24,3.742,1.578,DSEP,4.24E-02,  ,292.06793,39.61412
,,,,,,,,,,,,,,,,,,,,,,,
4565943,8880,310,0,KIC,3.599,0.4,0,KIC,-0.144,0.3,0,KIC,1,8892,3.592,0.07,4.35,2.697,DSEP,4.61E-02,  ,292.91196,39.65135
,,,,,,,,,,,,,,,,,,,,,,,
4568016,5626,168,1,PHO,3.565,0.4,0,KIC,-0.259,0.3,0,KIC,1,5616,3.569,-0.28,3.283,1.456,DSEP,5.79E-02,  ,293.46497,39.63958
,,,,,,,,,,,,,,,,,,,,,,,
4569150,7687,269,0,KIC,3.576,0.4,0,KIC,-0.23,0.3,0,KIC,1,7693,3.588,-0.26,3.751,1.987,DSEP,5.31E-02,  ,293.74969,39.67805
,,,,,,,,,,,,,,,,,,,,,,,
4576277,7880,275,0,KIC,3.546,0.4,0,KIC,-0.041,0.3,0,KIC,1,7868,3.683,-0.02,3.433,2.074,DSEP,7.22E-02,  ,295.43796,39.65162
,,,,,,,,,,,,,,,,,,,,,,,
4586498,5286,166,1,PHO,3.516,0.4,0,KIC,0.097,0.3,0,KIC,1,5288,3.537,0.1,3.656,1.677,DSEP,4.83E-02,  ,297.48615,39.68941
,,,,,,,,,,,,,,,,,,,,,,,
4645789,4925,149,1,PHO,3.559,0.4,0,KIC,-0.868,0.3,0,KIC,1,5065,3.303,-0.58,3.36,0.827,DSEP,3.07E-02,  ,289.06601,39.76464
,,,,,,,,,,,,,,,,,,,,,,,
4647763,6850,137,4,SPE,3.56,0.15,4,SPE,-0.05,0.15,4,SPE,1,6842,3.522,-0.06,3.965,1.906,DSEP,4.31E-02,  ,289.67139,39.70743
,,,,,,,,,,,,,,,,,,,,,,,
4648485,4844,137,1,PHO,3.545,0.4,0,KIC,-0.509,0.3,0,KIC,1,4946,3.418,-0.28,3.026,0.874,DSEP,4.44E-02,  ,289.88821,39.7606
,,,,,,,,,,,,,,,,,,,,,,,
4655610,5257,181,1,PHO,3.595,0.4,0,KIC,-1.321,0.3,0,KIC,1,5356,3.408,-1.24,2.878,0.772,DSEP,4.56E-02,  ,291.96994,39.70032
,,,,,,,,,,,,,,,,,,,,,,,
4660134,6973,221,1,PHO,3.516,0.4,0,KIC,-0.223,0.3,0,KIC,1,6964,3.524,-0.24,3.89,1.843,DSEP,4.41E-02,  ,293.28873,39.73157
,,,,,,,,,,,,,,,,,,,,,,,
4660249,5205,164,1,PHO,3.558,0.4,0,KIC,-0.621,0.3,0,KIC,1,5203,3.551,-0.62,2.625,0.894,DSEP,6.96E-02,  ,293.32037,39.7586
,,,,,,,,,,,,,,,,,,,,,,,
4663430,5174,159,1,PHO,3.539,0.4,0,KIC,-0.317,0.3,0,KIC,1,5177,3.544,-0.32,3.023,1.166,DSEP,5.94E-02,  ,294.14471,39.73413
,,,,,,,,,,,,,,,,,,,,,,,
4663468,9631,337,0,KIC,3.564,0.4,0,KIC,-0.107,0.3,0,KIC,1,9636,3.566,0.07,4.785,3.072,DSEP,3.95E-02,  ,294.15509,39.72261
,,,,,,,,,,,,,,,,,,,,,,,
4677140,5679,208,1,PHO,3.507,0.4,0,KIC,-0.424,0.3,0,KIC,1,5691,3.509,-0.42,3.529,1.468,DSEP,4.70E-02,  ,297.07813,39.76304
,,,,,,,,,,,,,,,,,,,,,,,
4678714,5151,151,1,PHO,3.522,0.4,0,KIC,-0.502,0.3,0,KIC,1,5154,3.525,-0.5,2.784,0.946,DSEP,6.18E-02,  ,297.39359,39.73646
,,,,,,,,,,,,,,,,,,,,,,,
4679692,8808,308,0,KIC,3.513,0.4,0,KIC,-0.101,0.3,0,KIC,1,8812,3.548,0.07,4.662,2.801,DSEP,3.89E-02,  ,297.58096,39.74431
,,,,,,,,,,,,,,,,,,,,,,,
4726675,4938,145,1,PHO,3.519,0.4,0,KIC,-0.325,0.3,0,KIC,1,4957,3.486,-0.28,2.796,0.873,DSEP,5.62E-02,  ,284.32993,39.87231
,,,,,,,,,,,,,,,,,,,,,,,
4732693,5461,170,1,PHO,3.549,0.4,0,KIC,-0.006,0.3,0,KIC,1,5453,3.54,-0.02,3.605,1.643,DSEP,4.94E-02,  ,287.12445,39.89723
,,,,,,,,,,,,,,,,,,,,,,,
4737302,7202,237,1,PHO,3.516,0.4,0,KIC,-0.171,0.3,0,KIC,1,7221,3.488,-0.18,4.24,2.018,DSEP,3.73E-02,  ,288.92667,39.81179
,,,,,,,,,,,,,,,,,,,,,,,
4740125,7681,268,0,KIC,3.549,0.4,0,KIC,-0.11,0.3,0,KIC,1,7664,3.611,-0.12,3.697,2.039,DSEP,5.68E-02,  ,289.81192,39.82535
,,,,,,,,,,,,,,,,,,,,,,,
4750410,5155,160,1,PHO,3.502,0.4,0,KIC,-0.397,0.3,0,KIC,1,5157,3.498,-0.4,3.055,1.071,DSEP,5.29E-02,  ,292.89233,39.84201
,,,,,,,,,,,,,,,,,,,,,,,
4751835,5183,157,1,PHO,3.557,0.4,0,KIC,-0.266,0.3,0,KIC,1,5183,3.553,-0.26,3.109,1.261,DSEP,5.91E-02,  ,293.28815,39.83007
,,,,,,,,,,,,,,,,,,,,,,,
4759008,5189,159,1,PHO,3.545,0.4,0,KIC,-0.458,0.3,0,KIC,1,5189,3.534,-0.46,2.884,1.036,DSEP,6.08E-02,  ,295.08734,39.89921
,,,,,,,,,,,,,,,,,,,,,,,
4765078,4985,153,1,PHO,3.551,0.4,0,KIC,-0.446,0.3,0,KIC,1,5010,3.51,-0.38,2.689,0.854,DSEP,6.19E-02,  ,296.3443,39.85904
,,,,,,,,,,,,,,,,,,,,,,,
4768919,6829,280,1,PHO,3.523,0.4,0,KIC,-0.489,0.3,0,KIC,1,6817,3.524,-0.5,3.674,1.646,DSEP,4.68E-02,  ,297.1499,39.81778
,,,,,,,,,,,,,,,,,,,,,,,
4769799,5079,143,1,PHO,3.569,0.4,0,KIC,-0.432,0.3,0,KIC,1,5078,3.561,-0.44,2.572,0.878,DSEP,7.26E-02,  ,297.31741,39.87797
,,,,,,,,,,,,,,,,,,,,,,,
4771137,5887,217,1,PHO,3.567,0.4,0,KIC,-0.834,0.3,0,KIC,1,5885,3.559,-0.84,3.009,1.196,DSEP,6.19E-02,  ,297.57547,39.8068
,,,,,,,,,,,,,,,,,,,,,,,
4771876,4941,145,1,PHO,3.517,0.4,0,KIC,-0.408,0.3,0,KIC,1,4981,3.462,-0.34,2.855,0.862,DSEP,5.22E-02,  ,297.71979,39.86461
,,,,,,,,,,,,,,,,,,,,,,,
4819356,5042,149,1,PHO,3.582,0.4,0,KIC,-0.631,0.3,0,KIC,1,5090,3.511,-0.54,2.646,0.829,DSEP,6.30E-02,  ,286.26779,39.95578
,,,,,,,,,,,,,,,,,,,,,,,
4825420,5394,165,1,PHO,3.585,0.4,0,KIC,-0.007,0.3,0,KIC,1,5402,3.61,0,3.215,1.534,DSEP,6.50E-02,  ,288.69821,39.94954
,,,,,,,,,,,,,,,,,,,,,,,
4828389,5186,157,1,PHO,3.545,0.4,0,KIC,-0.115,0.3,0,KIC,1,5178,3.542,-0.12,3.346,1.421,DSEP,5.34E-02,  ,289.61874,39.95677
,,,,,,,,,,,,,,,,,,,,,,,
4830875,5246,166,1,PHO,3.538,0.4,0,KIC,-1.034,0.3,0,KIC,1,5286,3.444,-0.98,2.794,0.791,DSEP,5.11E-02,  ,290.31577,39.91736
,,,,,,,,,,,,,,,,,,,,,,,
4831217,5164,161,1,PHO,3.587,0.4,0,KIC,0.031,0.3,0,KIC,1,5170,3.591,0.04,3.209,1.466,DSEP,6.25E-02,  ,290.42047,39.97125
,,,,,,,,,,,,,,,,,,,,,,,
4840675,7331,256,0,KIC,3.548,0.4,0,KIC,-0.228,0.3,0,KIC,1,7336,3.506,-0.24,4.131,1.996,DSEP,3.99E-02,  ,293.24136,39.97924
,,,,,,,,,,,,,,,,,,,,,,,
4842823,4991,149,1,PHO,3.518,0.4,0,KIC,-0.27,0.3,0,KIC,1,4988,3.519,-0.28,2.746,0.908,DSEP,6.18E-02,  ,293.82477,39.99269
,,,,,,,,,,,,,,,,,,,,,,,
4843980,5102,157,1,PHO,3.533,0.4,0,KIC,-0.381,0.3,0,KIC,1,5103,3.53,-0.38,2.823,0.984,DSEP,6.16E-02,  ,294.12735,39.92456
,,,,,,,,,,,,,,,,,,,,,,,
4848695,6520,467,1,PHO,3.563,0.4,0,KIC,-0.178,0.3,0,KIC,1,6498,3.561,-0.18,3.542,1.665,DSEP,5.28E-02,  ,295.28497,39.96588
,,,,,,,,,,,,,,,,,,,,,,,
4904217,5246,153,1,PHO,3.59,0.4,0,KIC,-0.343,0.3,0,KIC,1,5245,3.594,-0.34,2.888,1.195,DSEP,6.99E-02,  ,284.63651,40.0692
,,,,,,,,,,,,,,,,,,,,,,,
4907963,5153,158,1,PHO,3.518,0.4,0,KIC,-0.017,0.3,0,KIC,1,5148,3.494,-0.02,3.668,1.531,DSEP,4.37E-02,  ,286.40659,40.082
,,,,,,,,,,,,,,,,,,,,,,,
4917014,4984,142,1,PHO,3.56,0.4,0,KIC,-0.604,0.3,0,KIC,1,5039,3.465,-0.46,2.813,0.841,DSEP,5.32E-02,  ,289.7692,40.02109
,,,,,,,,,,,,,,,,,,,,,,,
4918355,5003,175,10,PHO,3.519,0.03,10,AST,-0.2,0.3,10,PHO,1,5003,3.519,-0.2,3.01,1.09,MULT,5.65E-02,10,290.13708,40.02909
,,,,,,,,,,,,,,,,,,,,,,,
4920497,5226,152,1,PHO,3.512,0.4,0,KIC,-0.539,0.3,0,KIC,1,5220,3.511,-0.54,2.941,1.023,DSEP,5.67E-02,  ,290.76559,40.03655
,,,,,,,,,,,,,,,,,,,,,,,
4920670,7859,275,0,KIC,3.595,0.4,0,KIC,-0.115,0.3,0,KIC,1,7854,3.669,-0.12,3.462,2.039,DSEP,6.92E-02,  ,290.81152,40.00079
,,,,,,,,,,,,,,,,,,,,,,,
4921688,5232,159,1,PHO,3.52,0.4,0,KIC,-0.183,0.3,0,KIC,1,5231,3.521,-0.2,3.445,1.436,DSEP,4.95E-02,  ,291.13773,40.07536
,,,,,,,,,,,,,,,,,,,,,,,
